胎,748,womb,"part of the body, pedestal",1861
窓,749,window,"house, human legs, elbow, heart",1186
去,750,gone,"soil, elbow",440
法,751,method,"water, gone",100
会,752,meeting,"meeting, wall",4
至,753,climax,"wall, soil",996
室,754,room,"house, climax",550
到,755,arrival,"climax, saber",1032
致,756,doth,"climax, taskmaster",870
互,757,mutually,,914
棄,758,abandon,"infant, buckle, tree",901
育,759,bring up,"infant, meat",369
撤,760,remove,"fingers, bring up, taskmaster",811
充,761,allot,"infant, human legs",949
銃,762,gun,"metal, allot",1013
硫,763,sulphur,"rock, infant, flood",1867
流,764,current,"water, infant, flood",280
允,765,license,"elbow, human legs",2358
唆,766,tempt,"mouth, license, walking legs",1278
出,767,exit,,13
山,768,mountain,,131
拙,769,bungling,"fingers, exit",1938
岩,770,boulder,"mountain, rock",787
炭,771,charcoal,"mountain, ashes",1307
岐,772,branch off,"mountain, branch",1428
峠,773,mountain peak,"mountain, above, below",1941
崩,774,crumble,"mountain, companion",778
密,775,secrecy,"house, invariably, mountain",815
蜜,776,honey,"house, invariably, insect",2203
嵐,777,storm,"mountain, wind",1910
崎,778,promontory,"mountain, strange",533
入,779,enter,,56
込,780,crowded,"enter, road",675
分,781,part,"go in, dagger",24
貧,782,poverty,"part, money",1211
頒,783,partition,"part, head",2287
公,784,public,"come in, elbow",118
松,785,pine tree,"tree, public",471
翁,786,venerable old man,"public, feathers",2064
訟,787,sue,"words, public",1061
谷,788,valley,"go in, umbrella, mouth",508
浴,789,bathe,"water, valley",1136
容,790,contain,"house, valley",264
溶,791,melt,"water, contain",1364
欲,792,longing,"valley, yawn",902
裕,793,abundant,"cloak, valley",1048
鉛,794,lead (metal),"metal, gully",1710
沿,795,run alongside,"water, gully",1121
賞,796,prize,"outhouse, money",426
党,797,party,"outhouse, human legs",39
堂,798,public chamber,"outhouse, land",1010
常,799,usual,"outhouse, towel",293
裳,800,skirt,"outhouse, garment",
掌,801,manipulate,"outhouse, hand",1757
皮,802,pelt,,1092
波,803,waves,"water, pelt",740
婆,804,old woman,"waves, woman",2435
披,805,expose,"fingers, pelt",1438
破,806,rend,"rock, pelt",590
被,807,incur,"cloak, pelt",431
残,808,remainder,"bone, float",380
殉,809,martyrdom,"bone, decameron",2080
殊,810,particularly,"bone, vermilion",1361
殖,811,augment,"bone, straightaway",1362
列,812,file,"bone, saber",927
裂,813,split,"file, garment",1041
烈,814,ardent,"file, oven-fire",1397
死,815,death,"bone, spoon",229
葬,816,interment,"flower, death, two hands",754
瞬,817,wink,"eye, birdhouse, sunglasses",1265
耳,818,ear,,1328
取,819,take,"ear, crotch",122
趣,820,gist,"run, take",1153
最,821,utmost,"sun, take",82
撮,822,snapshot,"finger, utmost",1023
恥,823,shame,"ear, heart",1575
職,824,post,"ear, kazoo",305
聖,825,holy,"ear, mouth, king",1165
敢,826,daring,"spike, ear, taskmaster",1859
聴,827,listen,"ear, needle, eye, heart",781
懐,828,pocket,"state of mind, needle, eye, garment",1493
慢,829,ridicule,"state of mind, mandala",1368
漫,830,loose,"water, mandala",1408
買,831,buy,"eye, shellfish",520
置,832,placement,"eye, straightaway",277
罰,833,penalty,"eye, words, saber",1220
寧,834,rather,"house, heart, eye, spike",1697
濁,835,voiced,"water, eye, bound up, insect",1883
環,836,ring,"jewel, eye, ceiling, mouth, scarf",409
還,837,send back,"eye, ceiling, mouth, scarf, road",910
夫,838,husband,,335
扶,839,aid,"fingers, husband",1879
渓,840,mountain stream,"water, vulture, husband",2063
規,841,standard,"husband, see",349
替,842,exchange,"husband, husband, day",979
賛,843,approve,"husband, husband, money",868
潜,844,submerge,"water, exchange",1329
失,845,lose,"drop, husband",447
鉄,846,iron,"metal, to drop",672
迭,847,transfer,"to drop, road",1907
臣,848,retainer,,1249
姫,849,princess,"woman, slave",1566
蔵,850,storehouse,"flower, parade, slave",468
臓,851,entrails,"part of the body, storehouse",991
賢,852,intelligent,"slave, crotch, shellfish",1159
堅,853,strict,"slave, crotch, soil",1049
臨,854,look to,"slave, reclining, goods",722
覧,855,perusal,"slave, reclining, floor, see",1510
巨,856,gigantic,,892
拒,857,repel,"fingers, gigantic",863
力,858,power,,62
男,859,male,"rice field, power",240
労,860,labor,"school house, power",398
募,861,recruit,"graveyard, power",809
劣,862,inferiority,"few, muscle",1620
功,863,achievement,"craft, power",857
勧,864,persuade,"Pegasus, power",1068
努,865,toil,"guy, muscle",749
励,866,encourage,"cliff, ten thousand, power",1254
加,867,add,"muscle, mouth",130
賀,868,congratulations,"add, shells",1056
架,869,erect,"add, tree",1555
脇,870,armpit,"part of the body, triceps",1806
脅,871,threaten,"triceps, flesh",1183
協,872,co-,"needle, triceps",121
行,873,going,"drop, person, ceiling, nail",20
律,874,rhythm,"column, brush",992
復,875,restore,"going, double back",438
得,876,gain,"going, nightbreak, glue",175
従,877,accompany,"column, horns, mending",601
徒,878,junior,"line, run",817
待,879,wait,"line, Buddhist temple",391
往,880,journey,"column, candlestick",1421
征,881,subjugate,"column, correct",1578
径,882,diameter,"line, spool",1435
彼,883,he,"going, pelt",648
役,884,duty,"going, missile",315
徳,885,benevolence,"going, needle, eye, heart",1091
徹,886,penetrate,"line, bring up, taskmaster",968
徴,887,indications,"line, mountain, king, taskmaster",850
懲,888,penal,"indications, heart",1303
微,889,delicate,"line, mountain, ceiling, human legs, taskmaster",1108
街,890,boulevard,"boulevard, ivy",891
衡,891,equilibrium,"boulevard, bound up, brains, St Bernard dog",1847
稿,892,draft,"wheat, tall",1400
稼,893,earnings,"wheat, house",1264
程,894,extent,"wheat, display",514
税,895,tax,"wheat, devil",289
稚,896,immature,"wheat, turkey",1560
和,897,harmony,"wheat, mouth",124
移,898,shift,"wheat, many",448
秒,899,second,"wheat, few",1015
秋,900,autumn,"wheat, fire",635
愁,901,distress,"autumn, heart",2171
私,902,private,"wheat, elbow",242
秩,903,regularity,"wheat, to drop",1275
秘,904,secret,"wheat, invariably",862
称,905,appellation,"wheat, reclining, small",985
利,906,profit,"wheat, saber",203
梨,907,pear tree,"profit, tree",1331
穫,908,harvest,"wheat, flower, vessels",1642
穂,909,ear (of a plant),"wheat, favor",1656
稲,910,rice plant,"wheat, vulture, olden times",1038
香,911,incense,"wheat, sun",859
季,912,seasons,"wheat, child",842
委,913,committee,"wheat, woman",187
秀,914,excel,"wheat, fist",848
透,915,transparent,"excel, road",1035
誘,916,entice,"words, excel",993
穀,917,cereals,"samurai, crown, wheat, missile",1744
菌,918,germ,"flower, pent in, wheat",1586
米,919,rice,"drop, drop, tree",61
粉,920,flour,"rice, part",1484
粘,921,sticky,"rice, fortune-telling",1410
粒,922,grains,"rice, vase",1635
粧,923,cosmetics,"rice, cave, soil",1545
迷,924,astray,"USA, road",942
粋,925,chic,"rice, baseball team, needle",1768
糧,926,provisions,"rice, quantity",1354
菊,927,chrysanthemum,"flower, bound up, rice",1287
奥,928,core,"drop, pent in, rice, St Bernard dog",1018
数,929,number,"rice, woman, taskmaster",148
楼,930,watchtower,"tree, rice, woman",2173
類,931,sort,"rice, St Bernard dog, head",678
漆,932,lacquer,"water, tree, umbrella, grains of rice",1971
様,933,Esq.,"tree, sheep, grains of rice",493
求,934,request,,220
球,935,ball,"ball, request",302
救,936,salvation,"request, taskmaster",799
竹,937,bamboo,"drop, nail, drop, nail",593
笑,938,laugh,"bamboo, heavens",913
笠,939,bamboo hat,"bamboo, vase",1499
笹,940,bamboo grass,"bamboo, generation",1743
筋,941,muscle,"bamboo, part of the body, power",744
箱,942,box,"bamboo, inter-",1357
筆,943,writing brush,"bamboo, brush",1132
筒,944,cylinder,"bamboo, monk",1631
等,945,etc.,"bamboo, Buddhist temple",798
算,946,calculate,"bamboo, eye, two hands",361
答,947,solution,"bamboo, fit",486
策,948,scheme,"bamboo, tree, belt",209
簿,949,register,"bamboo, water, acupuncturist",1358
築,950,fabricate,"bamboo, craft, mediocre, wood",821
人,951,person,,5
佐,952,assistant,"person, left",474
但,953,however,"person, nightbreak",2404
住,954,dwell,"person, candlestick",270
位,955,rank,"person, vase",276
仲,956,go-between,"person, in",919
体,957,body,"person, book",88
悠,958,permanence,"person, walking stick, taskmaster, heart",1921
件,959,affair,"person, cow",212
仕,960,attend,"person, samurai",439
他,961,other,"person, scorpion",543
伏,962,prostrated,"person, chihuahua",1604
伝,963,transmit,"person, rising cloud",416
仏,964,Buddha,"person, elbow",819
休,965,rest,"person, tree",642
仮,966,sham,"person, anti-",1039
伯,967,chief,"person, white",1741
俗,968,vulgar,"person, valley",1610
信,969,faith,"person, words",208
佳,970,excellent,"person, ivy",1643
依,971,reliant,"person, clothing",906
例,972,example,"person, file",399
個,973,individual,"person, harden",451
健,974,healthy,"person, build",572
側,975,side,"person, rule",216
侍,976,waiter,"person, Buddhist temple",1939
停,977,halt,"person, pavilion",733
値,978,price,"person, straightaway",518
倣,979,emulate,"person, set free",2454
倒,980,overthrow,"person, arrival",791
偵,981,spy,"person, upright",1857
僧,982,Buddhist priest,"person, increase",1724
億,983,hundred million,"person, idea",716
儀,984,ceremony,"person, righteousness",739
償,985,reparation,"person, prize",854
仙,986,hermit,"person, mountain",1157
催,987,sponsor,"hermit, turkey",536
仁,988,humanity,"person, two",1332
侮,989,scorn,"person, every",2004
使,990,use,"person, officer",219
便,991,convenience,"person, grow late",729
倍,992,double,"person, muzzle",714
優,993,tenderness,"person, melancholy",334
伐,994,fell,"person, fiesta",1816
宿,995,inn,"house, person, hundred",701
傷,996,wound,"person, reclining, piggy bank",845
保,997,protect,"person, mouth, tree",146
褒,998,praise,"top hat, protect, scarf",2073
傑,999,greatness,"person, sunglasses, tree",1926
付,1000,adhere,"person, glue",322
符,1001,token,"bamboo, adhere",1798
府,1002,borough,"cave, adhere",170
任,1003,responsibility,"person, porter",217
賃,1004,fare,"responsibility, money",961
代,1005,substitute,"person, arrow",66
袋,1006,sack,"substitute, garment",1125
貸,1007,lend,"substitute, shells",995
化,1008,change,"person, spoon",89
花,1009,flower,"flower, change",578
貨,1010,freight,"change, shells",822
傾,1011,lean,"change, head",938
何,1012,what,"person, can",340
荷,1013,baggage,"flower, what",1230
俊,1014,sagacious,"person, license, walking legs",1007
傍,1015,bystander,"person, stand up, crown, compass",1660
久,1016,long time,"bound up, person",688
畝,1017,furrow,"top hat, rice field, long time",2327
囚,1018,captured,"person, pent in",2107
内,1019,inside,"person, belt",44
丙,1020,third class,"ceiling, inside",
柄,1021,design,"tree, third class",1140
肉,1022,meat,"person, belt, person",986
腐,1023,rot,"borough, meat",1225
座,1024,sit,"cave, assembly line, soil",588
卒,1025,graduate,"top hat, assembly line, needle",772
傘,1026,umbrella,"umbrella, assembly line, assembly line, needle",1694
匁,1027,monme,"bound up, arm",
以,1028,by means of,"plow, drop of, person",126
似,1029,similar,"person, by means of",923
併,1030,join,"person, puzzle",966
瓦,1031,tile,"ceiling, walking stick, fishhook, ice",1850
瓶,1032,flower pot,"puzzle, tile",1528
宮,1033,Shinto shrine,"house, spine",367
営,1034,occupation,"school house, spine",303
善,1035,virtuous,"sheep, horns, mouth",765
年,1036,year,"horse, broken sunglasses",6
夜,1037,night,"top hat, person, walking legs, drop",487
液,1038,fluid,"water, night",1210
塚,1039,hillock,"soil, crown, sow",869
幣,1040,cash,"shredder, towel",1803
弊,1041,abuse,"shredder, two hands",1750
喚,1042,yell,"mouth, bound up, four, St Bernard dog",1120
換,1043,interchange,"fingers, bound up, four, St Bernard dog",687
融,1044,dissolve,"ceiling, mouth, hood, human legs, spike, insect",481
施,1045,alms,"banner, scorpion",323
旋,1046,rotation,"banner, zoo",1801
遊,1047,play,"banner, child, road",941
旅,1048,trip,"banner, person, rag",783
勿,1049,not,,
物,1050,thing,"cow, knot",215
易,1051,easy,"sun, knot",571
賜,1052,grant,"shells, easy",2190
尿,1053,urine,"flag, water",1672
尼,1054,nun,"flag, spoon",1844
泥,1055,mud,"water, nun",1589
塀,1056,fence,"soil, flag, puzzle",1991
履,1057,footgear,"flag, restore",1619
屋,1058,roof,"flag, climax",616
握,1059,grip,"fingers, roof",1003
屈,1060,yield,"flag, exit",1434
掘,1061,dig,"fingers, yield",1257
堀,1062,ditch,"soil, yield",1285
居,1063,reside,"flag, old",836
据,1064,set,"fingers, reside",1468
層,1065,stratum,"flag, increase",801
局,1066,bureau,"flag, phrase",286
遅,1067,slow,"flag, sheep, road",833
漏,1068,leak,"water, flag, rain",1298
刷,1069,printing,"flag, towel, saber",1352
尺,1070,shaku,,1940
尽,1071,exhaust,"shaku-hachi, ice",1234
沢,1072,swamp,"water, shaku-hachi",296
訳,1073,translate,"words, shaku-hachi",1050
択,1074,choose,"fingers, shaku-hachi",847
昼,1075,daytime,"shaku-hachi, nightbreak",1115
戸,1076,door,"one, flag",575
肩,1077,shoulder,"door, flesh",1215
房,1078,tassel,"door, compass",808
扇,1079,fan,"door, wings",1805
炉,1080,hearth,"hearth, door",1359
戻,1081,re-,"door, St Bernard dog",890
涙,1082,tears,"water, re-",1381
雇,1083,employ,"door, turkey",975
顧,1084,look back,"employ, head",1058
啓,1085,disclose,"door, taskmaster, mouth",1403
示,1086,show,"two, small",237
礼,1087,salutation,"altar, fishhook",1185
祥,1088,auspicious,"altar, sheep",1273
祝,1089,celebrate,"altar, teenager",1184
福,1090,blessing,"altar, wealth",467
祉,1091,welfare,"altar, footprint",1063
社,1092,company,"altar, soil",21
視,1093,inspection,"altar, see",362
奈,1094,Nara,"St Bernard dog, altar",841
尉,1095,military officer,"flag, altar, glue",2007
慰,1096,consolation,"military officer, heart",1158
款,1097,goodwill,"samurai, altar, yawn",1854
禁,1098,prohibition,"grove, altar",681
襟,1099,collar,"cloak, prohibition",2030
宗,1100,religion,"house, altar",997
崇,1101,adore,"mountain, religion",1970
祭,1102,ritual,"flesh, crotch, altar",1124
察,1103,guess,"house, ritual",477
擦,1104,grate,"fingers, guess",1485
由,1105,wherefore,,325
抽,1106,pluck,"fingers, sprout",1437
油,1107,oil,"water, sprout",690
袖,1108,sleeve,"cloak, sprout",1960
宙,1109,mid-air,"house, shoot",1005
届,1110,deliver,"flag, sprout",939
笛,1111,flute,"bamboo, sprout",1928
軸,1112,axis,"car, shoot",1261
甲,1113,armor,,1073
押,1114,push,"fingers, roots",789
岬,1115,headland,"mountain, roots",1972
挿,1116,insert,"fingers, thousand, roots",1908
申,1117,speaketh,,492
伸,1118,expand,"person, monkey",730
神,1119,gods,"altar, monkey",347
捜,1120,search,"fingers, monkey, crotch",592
果,1121,fruit,"brains, tree",258
菓,1122,candy,"flower, fruit",1719
課,1123,chapter,"words, fruit",455
裸,1124,naked,"cloak, fruit",1796
斤,1125,axe,,
析,1126,chop,"tree, axe",980
所,1127,place,"door, axe",221
祈,1128,pray,"altar, axe",1462
近,1129,near,"axe, road",194
折,1130,fold,"fingers, axe",962
哲,1131,philosophy,"fold, mouth",1093
逝,1132,departed,"fold, road",2018
誓,1133,vow,"fold, words",1567
暫,1134,temporarily,"car, axe, day",1112
漸,1135,steadily,"water, car, axe",2115
断,1136,severance,"fishhook, rice, axe",338
質,1137,substance,"axe, axe, shells",389
斥,1138,reject,"axe, drop of",2231
訴,1139,accusation,"words, reject",427
昨,1140,yesterday,"day, saw",226
詐,1141,lie,"words, saw",1511
作,1142,make,"person, saw",103
雪,1143,snow,"rain, broom",1131
録,1144,record,"metal, broom, rice",546
尋,1145,inquire,"broom, craft, mouth, glue",1398
急,1146,hurry,"bound up, broom, heart",309
穏,1147,calm,"wheat, vulture, broom, heart",1535
侵,1148,encroach,"person, crowned witch",1025
浸,1149,immersed,"water, crowned witch",1447
寝,1150,lie down,"house, turtle, crowned witch",1034
婦,1151,lady,"woman, broom, apron",671
掃,1152,sweep,"fingers, broom, apron",1255
当,1153,hit,"small, broom",91
争,1154,contend,"bound up, rake",271
浄,1155,clean,"water, contend",1383
事,1156,matter,"one, mouth, rake",18
唐,1157,T'ang,"cave, rake, mouth",1727
糖,1158,sugar,"rice, T'ang",1471
康,1159,ease,"cave, sieve",760
逮,1160,apprehend,"sieve, road",766
伊,1161,Italy,"person, mop",703
君,1162,old boy,"mop, mouth",947
群,1163,flock,"old boy, sheep",1012
耐,1164,#NAME?,"comb, glue",1295
需,1165,demand,"rain, comb",935
儒,1166,Confucian,"person, demand",2162
端,1167,edge,"vase, mountain, comb",960
両,1168,both,"spike, belt, shovel",247
満,1169,full,"water, flower, both",515
画,1170,brush-stroke,"ceiling, sprout, shovel",199
歯,1171,tooth,"footprint, rice, shovel",1106
曲,1172,bend,"brains, something added",810
曹,1173,cadet,"one, bend, sun",1998
遭,1174,encounter,"cadet, road",1554
漕,1175,rowing,"water, cadet",2354
槽,1176,vat,"tree, cadet",1809
斗,1177,Ursa Major,,1885
料,1178,fee,"rice, measuring cup",295
科,1179,department,"wheat, measuring cup",531
図,1180,map,"pent in, Ursa Major",539
用,1181,utilize,"meat, walking stick",107
庸,1182,commonplace,"cave, rake, screwdriver",2038
備,1183,equip,"person, flower, cliff, screwdriver",356
昔,1184,once upon a time,"salad, day",1197
錯,1185,confused,"metal, once upon a time",1740
借,1186,borrow,"person, once upon a time",932
惜,1187,pity,"state of mind, once upon a time",1641
措,1188,set aside,"fingers, once upon a time",818
散,1189,scatter,"salad, flesh, taskmaster",758
廿,1190,twenty,,
庶,1191,commoner,"caverns, oven-fire",1558
遮,1192,intercept,"commoner, road",1865
席,1193,seat,"caverns, towel",370
度,1194,degrees,"caverns, crotch",110
渡,1195,transit,"water, degrees",446
奔,1196,bustle,"St Bernard dog, haystack",1884
噴,1197,erupt,"mouth, haystack, oyster",1270
墳,1198,tomb,"soil, haystack, oyster",1822
憤,1199,aroused,"state of mind, haystack, oyster",1863
焼,1200,bake,"hearth, strawman",982
暁,1201,daybreak,"sun, strawman",1924
半,1202,half,,224
伴,1203,consort,"person, half",886
畔,1204,paddy-ridge,"rice field, half",2049
判,1205,judgment,"half, saber",197
券,1206,ticket,"quarter, dagger",583
巻,1207,scroll,"quarter, snake",944
圏,1208,sphere,"pent in, scroll",1216
勝,1209,victory,"moon, quarter, muscle",185
藤,1210,wistaria,"flower, moon, quarter, grains of rice",291
謄,1211,mimeograph,"moon, quarter, words",2295
片,1212,one-sided,,1076
版,1213,printing block,"one-sided, anti-",802
之,1214,of,,1318
乏,1215,destitution,"drop of, building blocks",1646
芝,1216,turf,"flower, building blocks",1052
不,1217,negative,"ceiling, person, drop of",101
否,1218,negate,"negative, mouth",561
杯,1219,cupfuls,"tree, negative",1235
矢,1220,dart,"drop, heavens",1294
矯,1221,rectify,"dart, angel",2105
族,1222,tribe,"banner, dart",393
知,1223,know,"dart, mouth",205
智,1224,wisdom,"know, sun",1002
矛,1225,halberd,,1538
柔,1226,tender,"halberd, tree",1187
務,1227,task,"halberd, taskmaster, muscle",111
霧,1228,fog,"rain, task",1747
班,1229,squad,"ball, spear, ball",1592
帰,1230,homecoming,"spear, broom, apron",504
弓,1231,bow,,1802
引,1232,pull,"bow, walking stick",218
弔,1233,condolences,"bow, walking stick",1840
弘,1234,vast,"bow, elbow",1059
強,1235,strong,"vast, insect",112
弱,1236,weak,"bow, ice, bow, ice",958
沸,1237,seethe,"water, dollar sign",1709
費,1238,expense,"dollar sign, shells",321
第,1239,No.,"bamboo, dollar sign",160
弟,1240,younger brother,"horns, dollar sign",1161
巧,1241,adroit,"craft, snare",1537
号,1242,nickname,"mouth, snare",585
朽,1243,decay,"tree, snare",1891
誇,1244,boast,"words, St Bernard dog, ceiling, snare",1272
汚,1245,dirty,"water, spike, snare",908
与,1246,bestow,"slingshot, one",308
写,1247,copy,"crown, bestow",453
身,1248,somebody,"nose, something added",320
射,1249,shoot,"somebody, glued to",937
謝,1250,apologize,"words, shoot",1028
老,1251,old man,"soil, cane, spoon",803
考,1252,consider,"old man, slingshot",196
孝,1253,filial piety,"old man, child",1030
教,1254,teach,"filial piety, taskmaster",166
拷,1255,torture,"fingers, consider",2057
者,1256,someone,"old man, sun",38
煮,1257,boil,"puppet, oven-fire",1565
著,1258,renowned,"flower, puppet",849
署,1259,signature,"eye, puppet",725
暑,1260,sultry,"sun, puppet",1442
諸,1261,various,"words, puppet",658
猪,1262,boar,"pack of wild dogs, puppet",1684
渚,1263,strand,"water, puppet",2226
賭,1264,gamble,"money, puppet",1989
峡,1265,gorge,"mountain, scissors",1833
狭,1266,cramped,"pack of wild dogs, scissors",1346
挟,1267,sandwiched,"fingers, scissors",1870
追,1268,chase,"maestro, road",411
師,1269,expert,"maestro, ceiling, towel",563
帥,1270,commander,"maestro, towel",2016
官,1271,bureaucrat,"house, maestro",230
棺,1272,coffin,"wood, bureaucrat",2161
管,1273,pipe,"bamboo, bureaucrat",517
父,1274,father,,646
交,1275,mingle,"top hat, father",178
効,1276,merit,"mingle, power",538
較,1277,contrast,"car, mingle",1172
校,1278,exam,"tree, mingle",294
足,1279,leg,"mouth, mending",343
促,1280,stimulate,"person, leg",998
距,1281,long-distance,"wooden leg, giant",1191
路,1282,path,"wooden leg, each",529
露,1283,dew,"rain, path",928
跳,1284,hop,"wooden leg, portent",1716
躍,1285,leap,"wooden leg, feathers, turkey",900
践,1286,tread,"wooden leg, float",1570
踏,1287,step,"wooden leg, water, sun",723
骨,1288,skeleton,"bone joint, crown, part of the body",936
滑,1289,slippery,"water, skeleton",1238
髄,1290,marrow,"skeleton, possess, road",1652
禍,1291,calamity,"altar, jawbone",2010
渦,1292,whirlpool,"water, jawbone",1789
過,1293,overdo,"jawbone, road",285
阪,1294,Heights,"pinnacle, anti-",503
阿,1295,Africa,"pinnacle, can",1126
際,1296,occasion,"pinnacle, ritual",183
障,1297,hinder,"pinnacle, badge",742
随,1298,follow,"pinnacle, possess, road",1396
陪,1299,obeisance,"pinnacle, muzzle",1917
陽,1300,sunshine,"pinnacle, piggy bank",1071
陳,1301,exhibit,"pinnacle, east",1323
防,1302,ward off,"pinnacle, compass",331
附,1303,affixed,"pinnacle, adhere",2396
院,1304,Inst.,"pinnacle, perfect",150
陣,1305,camp,"pinnacle, car",828
隊,1306,regiment,"pinnacle, horns, sow",605
墜,1307,crash,"regiment, ground",1466
降,1308,descend,"pinnacle, walking legs, broken sunglasses",596
階,1309,storey,"pinnacle, all",513
陛,1310,highness,"pinnacle, compare, ground",1429
隣,1311,neighboring,"pinnacle, rice, sunglasses",1083
隔,1312,isolate,"pinnacle, ceiling, mouth, glass canopy, human legs, spike",1382
隠,1313,conceal,"pinnacle, vulture, broom, heart",1089
堕,1314,degenerate,"pinnacle, possess, ground",2087
陥,1315,collapse,"pinnacle, bound up, olden times",1154
穴,1316,hole,"house, eight",1366
空,1317,empty,"hole, craft",304
控,1318,withdraw,"fingers, empty",1000
突,1319,stab,"hole, St Bernard dog",521
究,1320,research,"hole, baseball",368
窒,1321,plug up,"hole, climax",1776
窃,1322,stealth,"hole, cut",1871
窪,1323,depression,"hole, water, ivy",1853
搾,1324,squeeze,"finger, hole, saw",2046
窯,1325,kiln,"hole, sheep, oven-fire",2072
窮,1326,hard up,"hole, somebody, bow",1756
探,1327,grope,"fingers, paper punch, tree",930
深,1328,deep,"water, paper punch, tree",484
丘,1329,hill,,1405
岳,1330,Point,"hill, mountain",1334
兵,1331,soldier,"hill, animal legs",522
浜,1332,seacoast,"water, soldier",645
糸,1333,thread,,1488
織,1334,weave,"thread, kazoo",608
繕,1335,darning,"thread, virtuous",2195
縮,1336,shrink,"thread, inn",909
繁,1337,luxuriant,"cleverness, thread",1198
縦,1338,vertical,"thread, accompany",1258
線,1339,line,"thread, spring",382
締,1340,tighten,"thread, sovereign",797
維,1341,fiber,"thread, turkey",643
羅,1342,gauze,"eye, fiber",1831
練,1343,practice,"thread, east",788
緒,1344,thong,"thread, puppet",952
続,1345,continue,"thread, sell",141
絵,1346,picture,"thread, meeting",895
統,1347,overall,"thread, allot",125
絞,1348,strangle,"thread, mingle",1288
給,1349,salary,"thread, fit",615
絡,1350,entwine,"thread, each",806
結,1351,tie,"thread, aerosol can",162
終,1352,end,"thread, winter",256
級,1353,class,"thread, outstretched hands",785
紀,1354,chronicle,"thread, snake",780
紅,1355,crimson,"thread, craft",1299
納,1356,settlement,"thread, inside",987
紡,1357,spinning,"thread, compass",1876
紛,1358,distract,"thread, part",994
紹,1359,introduce,"thread, seduce",963
経,1360,sutra,"thread, spool",79
紳,1361,sire,"thread, monkey",1790
約,1362,promise,"thread, ladle",94
細,1363,dainty,"thread, brains",537
累,1364,accumulate,"rice field, thread",1662
索,1365,cord,"needle, crown, thread",1127
総,1366,general,"thread, public, heart",129
綿,1367,cotton,"thread, white, towel",1495
絹,1368,silk,"thread, mouth, flesh",1916
繰,1369,winding,"thread, goods, tree",872
継,1370,inherit,"thread, fishhook, rice",743
緑,1371,green,"thread, broom, grains of rice",1180
縁,1372,affinity,"thread, broom, sow",1291
網,1373,netting,"thread, glass canopy, horns, perish",1194
緊,1374,tense,"slave, crotch, thread",677
紫,1375,purple,"footprint, spoon, thread",1516
縛,1376,truss,"thread, acupuncturist",1764
縄,1377,straw rope,"thread, tortoise",1075
幼,1378,infancy,"cocoon, muscle",1227
後,1379,behind,"line, cocoon, walking legs",26
幽,1380,seclude,"cocoon, mountain, cocoon",1996
幾,1381,how many,"cocoon, cocoon, person, fiesta",1725
機,1382,mechanism,"tree, abacus",127
玄,1383,mysterious,"top hat, cocoon",1409
畜,1384,livestock,"mysterious, rice field",1824
蓄,1385,amass,"flower, livestock",1260
弦,1386,bowstring,"bow, mysterious",1773
擁,1387,hug,"fingers, mysterious, turkey",1213
滋,1388,nourishing,"water, double-mysterious",1563
慈,1389,mercy,"double-mysterious, heart",1811
磁,1390,magnet,"stone, double-mysterious",1686
系,1391,lineage,"drop, thread",567
係,1392,person in charge,"person, yarn",232
孫,1393,grandchild,"child, yarn",1388
懸,1394,suspend,"prefecture, yarn, heart",889
却,1395,instead,"gone, stamp",959
脚,1396,skids,"part of the body, instead",1228
卸,1397,wholesale,"horse, footprint, stamp",1520
御,1398,honorable,"line, wholesale",1087
服,1399,clothing,"flesh, stamp, crotch",873
命,1400,fate,"fit, stamp",465
令,1401,orders,"meeting, chop-seal",804
零,1402,zero,"rain, orders",1217
齢,1403,age,"tooth, orders",770
冷,1404,cool,"ice, orders",667
領,1405,jurisdiction,"orders, head",138
鈴,1406,small bell,"gold, orders",880
勇,1407,courage,"chop-seal, male",1319
通,1408,traffic,"chop-seal, utilize, road",80
踊,1409,jump,"wooden leg, chop-seal, utilize",1308
疑,1410,doubt,"spoon, dart, chop-seal, zoo",283
擬,1411,mimic,"fingers, doubt",1990
凝,1412,congeal,"ice, doubt",1712
範,1413,pattern,"bamboo, car, fingerprint",1088
犯,1414,crime,"pack of wild dogs, fingerprint",874
厄,1415,unlucky,"cliff, fingerprint",2123
危,1416,dangerous,"bound up, unlucky",606
宛,1417,address,"house, mailbox",
腕,1418,arm,"part of the body, address",1163
苑,1419,garden,"flower, mailbox",2060
怨,1420,grudge,"mailbox, heart",2137
柳,1421,willow,"tree, sign of the hare",1169
卵,1422,egg,"sign of the hare, drop, drop",1342
留,1423,detain,"receipt, dagger, rice field",731
貿,1424,trade,"receipt, dagger, shells",652
印,1425,stamp,"staples, stamp",682
興,1426,entertain,"staples, same, staples, tool",734
酉,1427,sign of the bird,"ceiling, human legs, floor, pent in",2468
酒,1428,sake,"water, whiskey bottle",1006
酌,1429,bartending,"whiskey bottle, ladle",2271
酵,1430,fermentation,"whiskey bottle, filial piety",1862
酷,1431,cruel,"whiskey bottle, revelation",1596
酬,1432,repay,"whiskey bottle, state",1515
酪,1433,dairy products,"whiskey bottle, each",2012
酢,1434,vinegar,"whiskey bottle, saw",1955
酔,1435,drunk,"whiskey bottle, nine, ten",1640
配,1436,distribute,"whiskey bottle, snake",359
酸,1437,acid,"whiskey bottle, license, walking legs",1218
